run_id,driver_id,driver_label,global_theme,taiwan_code,taiwan_name_seed,economic_role,linkage_tier,linkage_confidence,polarity,link_mechanism,evidence_required,edge_status,provenance_status,review_after,enabled,mapping_layer,review_after_parsed,review_overdue,missing_provenance,duplicate_edge
20260919T131926+0800-ad2c247a,SEMICONDUCTOR_FAB_UTILIZATION_CONSUMABLES,Semiconductor fab-utilization / consumables demand,Semiconductor_Consumables,1560,中砂,cmp_pad_conditioner_reclaim_wafer,DIRECT,0.96,POSITIVE,Advanced-node CMP step intensity and wafer starts drive diamond-disk consumption while fab utilization drives test and reclaim wafer demand,CMP diamond-disk node mix / wafer-start utilization / reclaim-wafer capacity and shipments,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,ADVANCED_PACKAGING_TEST_CAPEX,Advanced packaging / test capex,Semiconductor_Equipment,1560,中砂,advanced_packaging_grinding_consumables,STRONG,0.72,POSITIVE,Advanced packaging adds grinding and CMP-related consumable demand,advanced-packaging grinding-wheel and CMP sales / customer qualification,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,ADVANCED_PACKAGING_TEST_CAPEX,Advanced packaging / test capex,Semiconductor_Equipment,3264,欣銓,ai_asic_and_silicon_photonics_test,DIRECT,0.9,POSITIVE,AI ASIC production test and silicon-photonics PIC/EIC test demand raise advanced test utilization,AI ASIC production volume / PIC EIC project count / test utilization and pricing,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,ADVANCED_PACKAGING_TEST_CAPEX,Advanced packaging / test capex,Semiconductor_Equipment,6257,矽格,advanced_ai_asic_siphotonics_test,DIRECT,0.88,POSITIVE,AI ASIC connectivity and silicon-photonics chips require higher-frequency higher-power advanced test,AI ASIC and SiPh test revenue / advanced tester utilization / burn-in demand,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,LEO_SATCOM_DEPLOYMENT,LEO satellite / ground-infrastructure deployment,Satcom,3491,昇達科,leo_microwave_rf_components,DIRECT,0.97,POSITIVE,LEO constellation deployment directly drives microwave and high-frequency component shipments,LEO product revenue growth / named-customer capacity demand / shipment backlog,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,SILICON_WAFER_DEMAND_PRICING,Silicon-wafer demand / pricing cycle,Silicon_Wafer,3532,台勝科,silicon_wafer_supplier,DIRECT,0.98,POSITIVE,Memory AI and mature-node wafer starts drive 300mm and 200mm silicon-wafer shipments utilization and pricing,200mm 300mm shipments / utilization / spot and contract pricing / customer inventory,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,2455,全新,inp_epiwafer_optical,DIRECT,0.94,POSITIVE,AI data-center optical transceivers increase InP epi demand for CW laser and EML components,InP MOCVD capacity / optical revenue mix / AI datacenter customer shipments,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,MOBILE_RF_FRONTEND_DEMAND,Mobile RF front-end demand,RF_Semiconductor,3105,穩懋,gaas_rf_foundry,DIRECT,0.82,POSITIVE,Handset RF content and GaAs PA demand transmit through foundry utilization,cellular PA revenue / GaAs utilization / handset RF orders,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,3105,穩懋,inp_photodetector_foundry,STRONG,0.82,POSITIVE,1.6T optical receiver deployment increases InP photodetector and related foundry demand,1.6T PD shipments / optical revenue mix / customer qualification,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,AI_SERVER_SHIPMENTS,AI server shipment / ODM cycle,AI_Server,7711,永擎,ai_server_systems,DIRECT,0.92,POSITIVE,B300 GB300 and ASIC server shipments directly drive system revenue,AI server shipment mix / platform orders / backlog,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,AI_SERVER_SHIPMENTS,AI server shipment / ODM cycle,AI_Server,6933,AMAX-KY,ai_hpc_server_and_rack,DIRECT,0.9,POSITIVE,AI HPC server and liquid-cooled rack deployments directly drive system shipments,AI HPC server and rack orders / liquid cooling system revenue,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,AI_SERVER_THERMAL_DENSITY,AI server thermal density / liquid cooling,AI_Server,6805,富世達,liquid_cooling_quick_disconnect,DIRECT,0.94,POSITIVE,Higher AI rack thermal density increases UQD quick-disconnect cold-plate and liquid-cooling module content,server revenue mix / UQD and cold-plate shipments / GPU ASIC platform qualification,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,DATACENTER_COOLING_INFRA,Data-center cooling infrastructure capex,AI_Infrastructure,6805,富世達,liquid_cooling_module,DIRECT,0.92,POSITIVE,Data-center liquid-cooling adoption increases quick-disconnect and cold-plate module demand,liquid-cooling orders / server mix / rack platform shipments,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,AI_SERVER_THERMAL_DENSITY,AI server thermal density / liquid cooling,AI_Server,2421,建準,server_fan_and_liquid_cooling,DIRECT,0.88,POSITIVE,Higher server power density increases fan count and liquid-cooling content per rack,AI server fan orders / cold-plate shipments / ASIC HGX platform mix,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,AI_SERVER_RACK_BUILD,AI rack / server system buildout,AI_Server,8021,尖點,high_layer_pcb_drill_consumables,STRONG,0.86,POSITIVE,Higher-layer thicker AI server PCBs increase drill count aspect ratio and coated drill-bit consumption,HLC revenue mix / coated drill-bit sales / AI motherboard and ABF demand,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,AI_SERVER_RACK_BUILD,AI rack / server system buildout,AI_Server,8358,金居,high_speed_copper_foil,STRONG,0.88,POSITIVE,AI server and PCIe high-speed boards increase HVLP copper-foil demand and thermal-performance requirements,HVLP3 HVLP4 shipment volume / AI platform qualification / high-speed board demand,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,AI_SERVER_RACK_BUILD,AI rack / server system buildout,AI_Server,1815,富喬,low_dk_glass_fabric,STRONG,0.88,POSITIVE,AI server and high-speed networking PCBs require low-Dk low-CTE glass fabric,Low-Dk Low-CTE product mix / server and networking customer demand / pricing,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,WAFER_FAB_EQUIPMENT_CAPEX,Wafer-fab equipment capex,Semiconductor_Equipment,6830,汎銓,advanced_node_material_analysis,STRONG,0.82,POSITIVE,Advanced-node AI chip development increases materials analysis and failure-analysis demand,AI chip analysis projects / advanced-node analysis utilization / customer capex,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,6830,汎銓,silicon_photonics_failure_analysis,STRONG,0.84,POSITIVE,Silicon-photonics and CPO development increases optical-loss localization and failure-analysis demand,SiPh CPO project count / optical analysis revenue / equipment utilization,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,AI_SERVER_RACK_BUILD,AI rack / server system buildout,AI_Server,3044,健鼎,server_pcb,STRONG,0.76,POSITIVE,Server shipment growth raises multilayer PCB demand; current transmission is stronger in general servers than direct GPU ASIC boards,server PCB revenue / order visibility / product mix,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2890,永豐金,financials,DIRECT,0.78,POSITIVE,Rates credit quality loan growth and capital-market activity transmit into bank and holding-company earnings,NIM / loan growth / credit cost / fee and investment income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2887,台新新光金,financials,DIRECT,0.76,POSITIVE,Rates credit insurance investment income and capital-market conditions transmit into holding-company earnings,NIM / loan growth / credit cost / insurance and investment income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2880,華南金,financials,DIRECT,0.78,POSITIVE,Rates credit quality and loan growth transmit into bank earnings,NIM / loan growth / credit cost / fee income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2883,凱基金,financials,DIRECT,0.74,POSITIVE,Rates credit insurance and capital-market activity transmit into diversified financial earnings,NIM / credit / insurance / brokerage and investment income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2801,彰銀,bank,DIRECT,0.78,POSITIVE,Rates credit quality and loan growth transmit into bank earnings,NIM / loan growth / credit cost / fee income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,5880,合庫金,financials,DIRECT,0.78,POSITIVE,Rates credit quality and loan growth transmit into bank-led holding-company earnings,NIM / loan growth / credit cost / fee income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2892,第一金,financials,DIRECT,0.78,POSITIVE,Rates credit quality and loan growth transmit into bank-led holding-company earnings,NIM / loan growth / credit cost / fee income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2885,元大金,financials,DIRECT,0.74,POSITIVE,Rates and capital-market turnover transmit into securities and bank earnings,brokerage turnover / NIM / investment income / credit cost,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2884,玉山金,financials,DIRECT,0.8,POSITIVE,Rates credit quality loan growth and fee activity transmit into bank-led holding-company earnings,NIM / loan growth / credit cost / fee income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2889,國票金,financials,DIRECT,0.7,POSITIVE,Rates bond-market conditions and capital-market activity transmit into bills and securities earnings,bond carry / funding spread / brokerage and investment income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2834,臺企銀,bank,DIRECT,0.78,POSITIVE,Rates credit quality and SME loan growth transmit into bank earnings,NIM / SME loan growth / credit cost / fee income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2812,台中銀,bank,DIRECT,0.76,POSITIVE,Rates credit quality and loan growth transmit into bank earnings,NIM / loan growth / credit cost / fee income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,5876,上海商銀,bank,DIRECT,0.76,POSITIVE,Rates credit quality and loan growth transmit into bank earnings,NIM / loan growth / credit cost / fee income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,LEADING_EDGE_FOUNDRY_AI_DEMAND,Leading-edge foundry AI/HPC node demand,Foundry,3443,創意,ai_asic_design_turnkey,DIRECT,0.94,POSITIVE,CSP AI ASIC programs drive advanced-node NRE turnkey wafer and packaging demand,CSP ASIC production revenue / 3nm 2nm project tape-outs / cloud revenue mix,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,AI_NETWORKING_UPGRADE,800G/1.6T AI networking upgrade,AI_Networking,5269,祥碩,pcie_switch_high_speed_io,STRONG,0.86,POSITIVE,Rack-scale AI servers increase PCIe switch lane count and high-speed interconnect demand,PCIe switch shipments / high-lane-count product mix / server storage customer adoption,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,AI_SERVER_SHIPMENTS,AI server shipment / ODM cycle,AI_Server,5274,信驊,server_bmc,DIRECT,0.94,POSITIVE,AI and CPU server shipments directly increase BMC unit demand,BMC unit shipments / AST2700 mix / book-to-bill / server customer orders,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,AI_NETWORKING_UPGRADE,800G/1.6T AI networking upgrade,AI_Networking,6526,達發,oob_ethernet_phy_and_pon,STRONG,0.88,POSITIVE,AI server out-of-band management and data-center management networks increase Ethernet PHY and PON demand,CSP OOB design wins / Ethernet PHY shipments / PON deployment,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,LEADING_EDGE_FOUNDRY_AI_DEMAND,Leading-edge foundry AI/HPC node demand,Foundry,2454,聯發科,datacenter_ai_asic,DIRECT,0.94,POSITIVE,North American CSP AI accelerator ASIC production drives leading-edge wafer and advanced packaging demand,datacenter ASIC revenue / production ramp / CSP program milestones,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,4908,前鼎,optical_transceiver_components,STRONG,0.86,POSITIVE,800G and 1.6T optical module deployment increases laser and optical component demand,800G 1.6T shipments / CW laser CoC capacity / CPO ELSFP qualification,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,6588,東典光電,optical_thin_film_filters,STRONG,0.72,POSITIVE,AI data-center optical transmission increases demand for high-end thin-film optical filters,AI datacenter filter revenue / customer qualification / optical filter shipments,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,6147,頎邦,silicon_photonics_bumping_test,STRONG,0.9,POSITIVE,Silicon-photonics transceiver scaling increases gold-bump and test demand for high-frequency optical devices,SiPh customer count / qualified products / gold-bump and test revenue / 200G-per-lane ramp,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,SEMICONDUCTOR_FAB_UTILIZATION_CONSUMABLES,Semiconductor fab-utilization / consumables demand,Semiconductor_Consumables,3016,嘉晶,silicon_epi_wafer,DIRECT,0.9,POSITIVE,AI-related power and analog demand raises 8-inch silicon epi utilization and capacity requirements,8-inch epi orders / utilization / capacity additions / customer visibility,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,3016,嘉晶,ge_si_photodiode_epi,DIRECT,0.94,POSITIVE,AI high-speed optical links increase Ge Si photodiode epi demand,Ge Si PD qualification / optical customer volume / capacity expansion,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,ADVANCED_PACKAGING_TEST_CAPEX,Advanced packaging / test capex,Semiconductor_Equipment,3374,精材,wafer_test_and_wlcsp,STRONG,0.82,POSITIVE,12-inch wafer test and advanced logic test demand increase wafer-level test utilization,wafer-test revenue mix / 12-inch capacity / AI HPC logic test orders,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,6271,同欣電,800g_optical_module,DIRECT,0.95,POSITIVE,North American CSP 800G optical deployments directly drive optical-module production,800G module shipments / CSP demand / automated alignment utilization / 1.6T qualification,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,POWER_ELECTRONICS_CAPEX,Power equipment / electronics capex,Power,6271,同欣電,gan_sic_power_module_packaging,STRONG,0.78,POSITIVE,AI server power conversion raises demand for GaN and SiC high-power module and power-chip packaging,GaN SiC power-module qualification / server power shipments / production ramp,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,3714,富采,vcsel_cw_dfb_microled_optical,STRONG,0.86,POSITIVE,AI data-center interconnect scaling increases VCSEL CW-DFB and emerging CPO light-source demand,800G light-source qualification / VCSEL CW-DFB shipments / CPO project conversion,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,LEADING_EDGE_FOUNDRY_AI_DEMAND,Leading-edge foundry AI/HPC node demand,Foundry,3529,力旺,advanced_node_security_ip,STRONG,0.88,POSITIVE,3nm to 7nm AI accelerator CPU CXL and BMC designs increase embedded security-IP licensing and wafer royalties,3nm 7nm project count / AI datacenter design wins / royalty-bearing wafer shipments,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,ADVANCED_PACKAGING_TEST_CAPEX,Advanced packaging / test capex,Semiconductor_Equipment,3035,智原,advanced_packaging_asic_turnkey,STRONG,0.82,POSITIVE,ASIC design wins moving into advanced packaging production create NRE and turnkey production revenue,advanced-packaging design wins / NRE / mass-production revenue / customer wafer schedule,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,AI_NETWORKING_UPGRADE,800G/1.6T AI networking upgrade,AI_Networking,2379,瑞昱,server_ethernet_optical_phy,STRONG,0.8,POSITIVE,AI server and high-speed networking upgrades increase Ethernet PHY switch and optical PHY content,10G server Ethernet / 100G optical PHY qualification / AI platform design-ins,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,DATACENTER_POWER_INFRA,Data-center power infrastructure capex,AI_Infrastructure,7788,松川精密,hvdc_ai_power_relays,DIRECT,0.95,POSITIVE,AI data-center PSU PDU and 400V 800V HVDC architectures increase high-voltage relay and contactor value per rack,AI power revenue / 8kW 12kW PSU relay shipments / HVDC qualification and mass production,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,MLCC_DEMAND_PRICING,MLCC demand / pricing cycle,MLCC,6173,信昌電,ai_server_high_voltage_mlcc,DIRECT,0.92,POSITIVE,AI server PSUs increase high-voltage NP0 and Mega Cap MLCC demand,AI revenue mix / NP0 utilization and shortages / Mega Cap shipment ramp,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,DATACENTER_POWER_INFRA,Data-center power infrastructure capex,AI_Infrastructure,6290,良維,high_current_datacenter_power_cord,DIRECT,0.96,POSITIVE,Higher AI rack power raises current rating and ASP of data-center power cords and PDU jumpers,AI data-center revenue mix / 100A high-current cable shipments / 800V HVDC projects / CSP forecast,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,POWER_ELECTRONICS_CAPEX,Power equipment / electronics capex,Power,2481,強茂,server_power_discrete_semiconductors,STRONG,0.84,POSITIVE,AI server data-center and server PSU demand increases MOSFET Schottky rectifier TVS and SiC power-device content,AI application revenue / computing and PSU mix / MOSFET SiC shipments,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,6706,惠特,silicon_photonics_cpo_test_assembly,DIRECT,0.94,POSITIVE,CPO and silicon-photonics deployment requires photonic-device assembly testing FAU inspection and laser test equipment,SiPh CPO equipment orders / DFB EEL test and sorting / customer qualification and shipments,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,AI_SERVER_RACK_BUILD,AI rack / server system buildout,AI_Server,1303,南亞,high_speed_ccl_glass_epoxy,DIRECT,0.94,POSITIVE,AI server and networking boards drive M8 M9 M10 high-speed CCL low-Df epoxy and specialty glass demand,electronic-material revenue / M8 M9 M10 qualification and mass production / CCL utilization and pricing,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,AI_SERVER_RACK_BUILD,AI rack / server system buildout,AI_Server,2428,興勤,server_protection_and_thermal_sensors,STRONG,0.72,POSITIVE,Server rack expansion and liquid cooling increase protection-component temperature and pressure sensor demand,AI server product shipments / platinum and pressure-sensor ramp / server application revenue,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,AI_SERVER_THERMAL_DENSITY,AI server thermal density / liquid cooling,AI_Server,2354,鴻準,ai_server_thermal_module,DIRECT,0.9,POSITIVE,AI server air and liquid cooling demand directly raises thermal-module shipments,AI server thermal revenue mix / liquid and air cooling module shipments / customer programs,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,ENTERPRISE_CYBER_SPEND,Enterprise cybersecurity spending,Cybersecurity,6214,精誠,enterprise_security_cloud_integrator,STRONG,0.82,POSITIVE,Enterprise security and cloud budgets transmit through broad security-vendor distribution integration and managed services,security project bookings / vendor security mix / cloud and managed-service revenue,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,AI_SERVER_RACK_BUILD,AI rack / server system buildout,AI_Server,2357,華碩,ai_server_infrastructure_systems,DIRECT,0.88,POSITIVE,AI server and infrastructure-system demand directly drives ISBG server rack and platform revenue,infrastructure revenue mix / AI server backlog / rack and GPU platform shipments,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,2409,友達,microled_cpo_optical_io,SPECULATIVE,0.58,POSITIVE,Micro LED CPO could provide low-power optical I O for AI racks but commercialization remains several years away,CPO customer qualification / commercial shipment timing / optical-module revenue,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,THESIS,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,CONSUMER_ELECTRONICS_CYCLE,Consumer electronics demand cycle,Consumer_Tech,3406,玉晶光,smartphone_and_smart_glasses_optics,DIRECT,0.9,POSITIVE,Smartphone camera upgrades and emerging smart-glasses volumes drive optical-lens shipments,flagship handset lens shipments / periscope mix / smart-glasses customer volume,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,PETROCHEMICAL_CYCLE,Petrochemical feedstock / product spread cycle,Petrochemicals,1301,台塑,pvc_pe_chlor_alkali,DIRECT,0.95,POSITIVE,PVC PE and chlor-alkali product spreads utilization and Asian demand directly transmit into earnings,PVC PE caustic-soda prices / naphtha ethylene feedstock / utilization / China Asia demand,RESEARCH_VALIDATED,SECTOR_BASE_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,PETROCHEMICAL_CYCLE,Petrochemical feedstock / product spread cycle,Petrochemicals,1326,台化,aromatics_abs_polyester,DIRECT,0.95,POSITIVE,Aromatics ABS and polyester product spreads utilization and Asian demand directly transmit into earnings,PX benzene styrene ABS polyester spreads / utilization / China Asia demand,RESEARCH_VALIDATED,SECTOR_BASE_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,REFINING_MARGIN_CYCLE,Refining margin / crack-spread cycle,Refining,6505,台塑化,refining_and_olefins,DIRECT,0.97,POSITIVE,Regional gasoline diesel jet crack spreads and refinery utilization directly drive refining earnings,Singapore regional crack spreads / product inventories / refinery utilization / maintenance,RESEARCH_VALIDATED,SECTOR_BASE_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,PETROCHEMICAL_CYCLE,Petrochemical feedstock / product spread cycle,Petrochemicals,6505,台塑化,olefin_cracker,DIRECT,0.9,POSITIVE,Ethylene propylene and naphtha cracker spreads directly drive olefin earnings,ethylene naphtha and propylene spreads / cracker utilization / Asian inventories,RESEARCH_VALIDATED,SECTOR_BASE_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
20260919T131926+0800-ad2c247a,TELECOM_SERVICE_CYCLE,Telecom service / ARPU and enterprise ICT cycle,Telecom,2412,中華電,integrated_telecom,DIRECT,0.98,POSITIVE,Mobile fixed broadband and enterprise ICT trends directly drive telecom revenue and margins,mobile ARPU / subscriber mix / broadband ARPU / enterprise ICT cloud IDC bookings / capex,RESEARCH_VALIDATED,SECTOR_BASE_2026_09,2027-03-31,1,BASE,2027-03-31,False,True,False
