driver_id,driver_label,global_theme,taiwan_code,taiwan_name_seed,economic_role,linkage_tier,linkage_confidence,polarity,link_mechanism,evidence_required,edge_status,provenance_status,review_after,enabled
WAFER_FAB_EQUIPMENT_CAPEX,Wafer-fab equipment capex,Semiconductor_Equipment,6830,汎銓,advanced_node_material_analysis,STRONG,0.82,POSITIVE,Advanced-node AI chip development increases materials analysis and failure-analysis demand,AI chip analysis projects / advanced-node analysis utilization / customer capex,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,6830,汎銓,silicon_photonics_failure_analysis,STRONG,0.84,POSITIVE,Silicon-photonics and CPO development increases optical-loss localization and failure-analysis demand,SiPh CPO project count / optical analysis revenue / equipment utilization,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
AI_SERVER_RACK_BUILD,AI rack / server system buildout,AI_Server,3044,健鼎,server_pcb,STRONG,0.76,POSITIVE,Server shipment growth raises multilayer PCB demand; current transmission is stronger in general servers than direct GPU ASIC boards,server PCB revenue / order visibility / product mix,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2890,永豐金,financials,DIRECT,0.78,POSITIVE,Rates credit quality loan growth and capital-market activity transmit into bank and holding-company earnings,NIM / loan growth / credit cost / fee and investment income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2887,台新新光金,financials,DIRECT,0.76,POSITIVE,Rates credit insurance investment income and capital-market conditions transmit into holding-company earnings,NIM / loan growth / credit cost / insurance and investment income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2880,華南金,financials,DIRECT,0.78,POSITIVE,Rates credit quality and loan growth transmit into bank earnings,NIM / loan growth / credit cost / fee income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2883,凱基金,financials,DIRECT,0.74,POSITIVE,Rates credit insurance and capital-market activity transmit into diversified financial earnings,NIM / credit / insurance / brokerage and investment income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2801,彰銀,bank,DIRECT,0.78,POSITIVE,Rates credit quality and loan growth transmit into bank earnings,NIM / loan growth / credit cost / fee income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,5880,合庫金,financials,DIRECT,0.78,POSITIVE,Rates credit quality and loan growth transmit into bank-led holding-company earnings,NIM / loan growth / credit cost / fee income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2892,第一金,financials,DIRECT,0.78,POSITIVE,Rates credit quality and loan growth transmit into bank-led holding-company earnings,NIM / loan growth / credit cost / fee income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2885,元大金,financials,DIRECT,0.74,POSITIVE,Rates and capital-market turnover transmit into securities and bank earnings,brokerage turnover / NIM / investment income / credit cost,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2884,玉山金,financials,DIRECT,0.80,POSITIVE,Rates credit quality loan growth and fee activity transmit into bank-led holding-company earnings,NIM / loan growth / credit cost / fee income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2889,國票金,financials,DIRECT,0.70,POSITIVE,Rates bond-market conditions and capital-market activity transmit into bills and securities earnings,bond carry / funding spread / brokerage and investment income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2834,臺企銀,bank,DIRECT,0.78,POSITIVE,Rates credit quality and SME loan growth transmit into bank earnings,NIM / SME loan growth / credit cost / fee income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,2812,台中銀,bank,DIRECT,0.76,POSITIVE,Rates credit quality and loan growth transmit into bank earnings,NIM / loan growth / credit cost / fee income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,5876,上海商銀,bank,DIRECT,0.76,POSITIVE,Rates credit quality and loan growth transmit into bank earnings,NIM / loan growth / credit cost / fee income,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
LEADING_EDGE_FOUNDRY_AI_DEMAND,Leading-edge foundry AI/HPC node demand,Foundry,3443,創意,ai_asic_design_turnkey,DIRECT,0.94,POSITIVE,CSP AI ASIC programs drive advanced-node NRE turnkey wafer and packaging demand,CSP ASIC production revenue / 3nm 2nm project tape-outs / cloud revenue mix,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
AI_NETWORKING_UPGRADE,800G/1.6T AI networking upgrade,AI_Networking,5269,祥碩,pcie_switch_high_speed_io,STRONG,0.86,POSITIVE,Rack-scale AI servers increase PCIe switch lane count and high-speed interconnect demand,PCIe switch shipments / high-lane-count product mix / server storage customer adoption,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
AI_SERVER_SHIPMENTS,AI server shipment / ODM cycle,AI_Server,5274,信驊,server_bmc,DIRECT,0.94,POSITIVE,AI and CPU server shipments directly increase BMC unit demand,BMC unit shipments / AST2700 mix / book-to-bill / server customer orders,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
AI_NETWORKING_UPGRADE,800G/1.6T AI networking upgrade,AI_Networking,6526,達發,oob_ethernet_phy_and_pon,STRONG,0.88,POSITIVE,AI server out-of-band management and data-center management networks increase Ethernet PHY and PON demand,CSP OOB design wins / Ethernet PHY shipments / PON deployment,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
LEADING_EDGE_FOUNDRY_AI_DEMAND,Leading-edge foundry AI/HPC node demand,Foundry,2454,聯發科,datacenter_ai_asic,DIRECT,0.94,POSITIVE,North American CSP AI accelerator ASIC production drives leading-edge wafer and advanced packaging demand,datacenter ASIC revenue / production ramp / CSP program milestones,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,4908,前鼎,optical_transceiver_components,STRONG,0.86,POSITIVE,800G and 1.6T optical module deployment increases laser and optical component demand,800G 1.6T shipments / CW laser CoC capacity / CPO ELSFP qualification,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,6588,東典光電,optical_thin_film_filters,STRONG,0.72,POSITIVE,AI data-center optical transmission increases demand for high-end thin-film optical filters,AI datacenter filter revenue / customer qualification / optical filter shipments,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,6147,頎邦,silicon_photonics_bumping_test,STRONG,0.90,POSITIVE,Silicon-photonics transceiver scaling increases gold-bump and test demand for high-frequency optical devices,SiPh customer count / qualified products / gold-bump and test revenue / 200G-per-lane ramp,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
SEMICONDUCTOR_FAB_UTILIZATION_CONSUMABLES,Semiconductor fab-utilization / consumables demand,Semiconductor_Consumables,3016,嘉晶,silicon_epi_wafer,DIRECT,0.90,POSITIVE,AI-related power and analog demand raises 8-inch silicon epi utilization and capacity requirements,8-inch epi orders / utilization / capacity additions / customer visibility,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,3016,嘉晶,ge_si_photodiode_epi,DIRECT,0.94,POSITIVE,AI high-speed optical links increase Ge Si photodiode epi demand,Ge Si PD qualification / optical customer volume / capacity expansion,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
ADVANCED_PACKAGING_TEST_CAPEX,Advanced packaging / test capex,Semiconductor_Equipment,3374,精材,wafer_test_and_wlcsp,STRONG,0.82,POSITIVE,12-inch wafer test and advanced logic test demand increase wafer-level test utilization,wafer-test revenue mix / 12-inch capacity / AI HPC logic test orders,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,6271,同欣電,800g_optical_module,DIRECT,0.95,POSITIVE,North American CSP 800G optical deployments directly drive optical-module production,800G module shipments / CSP demand / automated alignment utilization / 1.6T qualification,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
POWER_ELECTRONICS_CAPEX,Power equipment / electronics capex,Power,6271,同欣電,gan_sic_power_module_packaging,STRONG,0.78,POSITIVE,AI server power conversion raises demand for GaN and SiC high-power module and power-chip packaging,GaN SiC power-module qualification / server power shipments / production ramp,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,3714,富采,vcsel_cw_dfb_microled_optical,STRONG,0.86,POSITIVE,AI data-center interconnect scaling increases VCSEL CW-DFB and emerging CPO light-source demand,800G light-source qualification / VCSEL CW-DFB shipments / CPO project conversion,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
LEADING_EDGE_FOUNDRY_AI_DEMAND,Leading-edge foundry AI/HPC node demand,Foundry,3529,力旺,advanced_node_security_ip,STRONG,0.88,POSITIVE,3nm to 7nm AI accelerator CPU CXL and BMC designs increase embedded security-IP licensing and wafer royalties,3nm 7nm project count / AI datacenter design wins / royalty-bearing wafer shipments,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
ADVANCED_PACKAGING_TEST_CAPEX,Advanced packaging / test capex,Semiconductor_Equipment,3035,智原,advanced_packaging_asic_turnkey,STRONG,0.82,POSITIVE,ASIC design wins moving into advanced packaging production create NRE and turnkey production revenue,advanced-packaging design wins / NRE / mass-production revenue / customer wafer schedule,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
AI_NETWORKING_UPGRADE,800G/1.6T AI networking upgrade,AI_Networking,2379,瑞昱,server_ethernet_optical_phy,STRONG,0.80,POSITIVE,AI server and high-speed networking upgrades increase Ethernet PHY switch and optical PHY content,10G server Ethernet / 100G optical PHY qualification / AI platform design-ins,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
DATACENTER_POWER_INFRA,Data-center power infrastructure capex,AI_Infrastructure,7788,松川精密,hvdc_ai_power_relays,DIRECT,0.95,POSITIVE,AI data-center PSU PDU and 400V 800V HVDC architectures increase high-voltage relay and contactor value per rack,AI power revenue / 8kW 12kW PSU relay shipments / HVDC qualification and mass production,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
MLCC_DEMAND_PRICING,MLCC demand / pricing cycle,MLCC,6173,信昌電,ai_server_high_voltage_mlcc,DIRECT,0.92,POSITIVE,AI server PSUs increase high-voltage NP0 and Mega Cap MLCC demand,AI revenue mix / NP0 utilization and shortages / Mega Cap shipment ramp,RESEARCH_VALIDATED,SOURCED_2026_09,2027-03-31,1
